,County,DistrictCode,DistrictName,SchoolCode,SchoolName,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,BegginingGrade9,TransferIn,Year1Dropout,Year2Dropout,Year3Dropout,Year4Dropout,TransferOut,FinalCohort,Graduate,Continuing,Dropout,GraduationRate,DisciplineDenominator,DisciplineNumerator,DisciplineRate,DistrictCode_y,Expenditure
255,Kitsap,18400.0,North Kitsap School District,5085.0,Kingston High School,P,12th Grade,202.0,91.0,0.0,111.0,13.0,3.0,0.0,19.0,0.0,24.0,143.0,5.0,0.0,27.0,4.0,59.0,6.0,7.0,12.0,9.0,21.0,197.0,202.0,175.0,198.0,143.0,196.0,203.0,25.0,,1.0,2.0,3.0,35.0,193.0,181.0,6.0,6.0,0.9378,210,13,6.20%,18400.0,10007445.8
256,Kitsap,18400.0,North Kitsap School District,3236.0,North Kitsap High School,P,12th Grade,315.0,163.0,0.0,152.0,2.0,14.0,4.0,36.0,4.0,29.0,226.0,7.0,0.0,56.0,5.0,66.0,3.0,31.0,7.0,16.0,25.0,308.0,315.0,259.0,310.0,249.0,312.0,294.0,54.0,,1.0,,3.0,52.0,296.0,288.0,4.0,4.0,0.973,325,7,2.20%,18400.0,15082874.0
257,Mason,23403.0,North Mason School District,1680.0,James A. Taylor High School,A,12th Grade,23.0,9.0,0.0,14.0,3.0,0.0,0.0,5.0,0.0,0.0,15.0,2.0,0.0,0.0,6.0,18.0,0.0,3.0,8.0,2.0,5.0,21.0,23.0,23.0,17.0,5.0,23.0,18.0,1.0,,1.0,1.0,3.0,1.0,18.0,5.0,8.0,5.0,0.2778,Count Suppressed,Count Suppressed,<9%,23403.0,842831.5
258,Mason,23403.0,North Mason School District,3175.0,North Mason Senior High School,P,12th Grade,182.0,75.0,0.0,107.0,1.0,1.0,2.0,40.0,0.0,2.0,136.0,12.0,0.0,2.0,11.0,77.0,0.0,8.0,6.0,8.0,27.0,170.0,182.0,180.0,171.0,105.0,182.0,158.0,28.0,2.0,3.0,2.0,10.0,13.0,173.0,148.0,8.0,17.0,0.8555,200,10,5.00%,23403.0,9958888.6
259,Thurston,34003.0,North Thurston Public Schools,3010.0,North Thurston High School,P,12th Grade,330.0,166.0,0.0,164.0,2.0,41.0,11.0,60.0,5.0,32.0,179.0,20.0,0.0,16.0,12.0,116.0,0.0,21.0,14.0,18.0,23.0,310.0,329.0,314.0,318.0,214.0,330.0,303.0,67.0,3.0,1.0,3.0,18.0,63.0,307.0,265.0,17.0,25.0,0.8632,357,11,3.10%,34003.0,16885582.4
260,Thurston,34003.0,North Thurston Public Schools,4427.0,River Ridge High School,P,12th Grade,330.0,153.0,0.0,177.0,7.0,27.0,20.0,75.0,14.0,43.0,144.0,14.0,0.0,2.0,25.0,136.0,0.0,29.0,13.0,27.0,39.0,316.0,330.0,328.0,305.0,194.0,330.0,304.0,73.0,2.0,3.0,7.0,7.0,57.0,320.0,280.0,21.0,19.0,0.875,354,4,1.10%,34003.0,16483352.8
261,Thurston,34003.0,North Thurston Public Schools,4314.0,South Sound High School,A,12th Grade,123.0,67.0,0.0,56.0,6.0,4.0,3.0,32.0,3.0,12.0,63.0,7.0,0.0,0.0,32.0,85.0,0.0,6.0,23.0,15.0,28.0,116.0,122.0,123.0,91.0,38.0,123.0,64.0,13.0,,,1.0,11.0,0.0,77.0,48.0,17.0,12.0,0.6234,158,19,12.00%,34003.0,3504791.2
262,Thurston,34003.0,North Thurston Public Schools,3710.0,Timberline High School,P,12th Grade,386.0,200.0,0.0,186.0,1.0,23.0,20.0,63.0,12.0,52.0,215.0,7.0,0.0,6.0,24.0,146.0,0.0,36.0,25.0,29.0,43.0,379.0,383.0,380.0,362.0,240.0,386.0,381.0,61.0,,2.0,3.0,4.0,88.0,354.0,337.0,8.0,9.0,0.952,396,14,3.50%,34003.0,17936717.8
263,Stevens,33211.0,Northport School District,2958.0,Northport High School,P,12th Grade,14.0,7.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,3.0,14.0,14.0,13.0,14.0,4.0,14.0,16.0,5.0,,,1.0,1.0,2.0,19.0,13.0,4.0,2.0,0.6842,Count Suppressed,Count Suppressed,12.50%,33211.0,1253488.5
264,King,17417.0,Northshore School District,3106.0,Bothell High School,P,12th Grade,336.0,166.0,0.0,170.0,2.0,37.0,10.0,53.0,0.0,33.0,201.0,13.0,0.0,10.0,4.0,62.0,0.0,0.0,9.0,24.0,51.0,323.0,335.0,326.0,332.0,274.0,336.0,297.0,34.0,,3.0,4.0,9.0,20.0,311.0,280.0,15.0,16.0,0.9003,349,11,3.20%,17417.0,20067979.6
265,King,17417.0,Northshore School District,3492.0,Inglemoor HS,P,12th Grade,445.0,222.0,0.0,223.0,1.0,74.0,10.0,58.0,2.0,36.0,264.0,19.0,0.0,42.0,5.0,69.0,0.0,0.0,9.0,43.0,39.0,426.0,445.0,403.0,440.0,376.0,445.0,406.0,42.0,,3.0,1.0,4.0,22.0,426.0,412.0,6.0,8.0,0.9671,451,14,3.10%,17417.0,22492601.8
266,,,,3345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,0.0,0.0,0.0,0.0,,,,,17417.0,10163159.4
267,,,,3790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,,,,,12.0,0.0,0.0,0.0,0.0,,,,,17417.0,12483600.1
268,King,17417.0,Northshore School District,5481.0,North Creek High School,P,12th Grade,324.0,158.0,0.0,166.0,4.0,83.0,4.0,40.0,0.0,24.0,169.0,15.0,0.0,17.0,2.0,48.0,0.0,0.0,5.0,39.0,29.0,309.0,324.0,307.0,322.0,276.0,324.0,289.0,39.0,,,4.0,3.0,7.0,321.0,313.0,1.0,7.0,0.9751,Count Suppressed,Count Suppressed,<1%,17417.0,21652052.3
269,King,17417.0,Northshore School District,1814.0,Northshore Networks,A,12th Grade,52.0,26.0,0.0,26.0,0.0,4.0,1.0,4.0,0.0,3.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,6.0,51.0,52.0,52.0,52.0,52.0,52.0,39.0,16.0,1.0,,3.0,,17.0,38.0,26.0,8.0,4.0,0.6842,Count Suppressed,Count Suppressed,<5%,17417.0,1966478.8
270,King,17417.0,Northshore School District,5331.0,Northshore Online Reengagement Program,R,12th Grade,22.0,6.0,0.0,16.0,1.0,0.0,1.0,3.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,3.0,22.0,22.0,22.0,22.0,22.0,22.0,12.0,2.0,,,,4.0,0.0,14.0,5.0,5.0,4.0,0.3571,Count Suppressed,Count Suppressed,<8%,17417.0,42240.5
271,King,17417.0,Northshore School District,3811.0,Secondary Academy for Success,A,12th Grade,48.0,30.0,0.0,18.0,0.0,4.0,2.0,10.0,0.0,6.0,26.0,1.0,0.0,0.0,4.0,22.0,0.0,0.0,5.0,2.0,12.0,47.0,48.0,48.0,44.0,26.0,48.0,40.0,10.0,,,3.0,1.0,2.0,48.0,36.0,8.0,4.0,0.75,Count Suppressed,Count Suppressed,<5%,17417.0,2273934.4
272,,,,4371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.0,,,,,14.0,0.0,0.0,0.0,0.0,,,,,17417.0,13280808.7
273,,,,4516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,6.0,0.0,0.0,0.0,0.0,,,,,17417.0,10664004.4
274,King,17417.0,Northshore School District,4208.0,Woodinville HS,P,12th Grade,465.0,236.0,0.0,229.0,0.0,58.0,3.0,36.0,1.0,49.0,318.0,8.0,0.0,39.0,5.0,47.0,0.0,0.0,9.0,61.0,49.0,457.0,464.0,426.0,460.0,418.0,465.0,416.0,43.0,,3.0,3.0,4.0,12.0,447.0,429.0,8.0,10.0,0.9597,Count Suppressed,Count Suppressed,<1%,17417.0,22567744.4
275,Island,15201.0,Oak Harbor School District,2974.0,Oak Harbor High School,P,12th Grade,402.0,193.0,0.0,209.0,1.0,46.0,17.0,64.0,4.0,36.0,234.0,26.0,0.0,16.0,29.0,153.0,0.0,15.0,11.0,20.0,65.0,376.0,402.0,386.0,373.0,249.0,402.0,366.0,94.0,,4.0,6.0,7.0,89.0,371.0,328.0,26.0,17.0,0.8841,420,7,1.70%,15201.0,20537284.8
276,Grays Harbor,14400.0,Oakville School District,2283.0,Oakville High School,P,12th Grade,13.0,5.0,0.0,8.0,3.0,0.0,0.0,2.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,9.0,13.0,13.0,13.0,3.0,13.0,15.0,1.0,,,1.0,2.0,2.0,14.0,11.0,0.0,3.0,0.7857,Count Suppressed,Count Suppressed,<10%,14400.0,2070972.4
277,Pacific,25101.0,Ocean Beach School District,4220.0,Ilwaco High School,P,12th Grade,52.0,27.0,0.0,25.0,0.0,0.0,0.0,8.0,0.0,1.0,43.0,1.0,0.0,8.0,7.0,23.0,1.0,0.0,1.0,7.0,5.0,51.0,51.0,44.0,45.0,29.0,51.0,61.0,10.0,,,,2.0,12.0,59.0,54.0,3.0,2.0,0.9153,Count Suppressed,Count Suppressed,<5%,25101.0,4673320.8
278,Grays Harbor,14172.0,Ocosta School District,3024.0,Ocosta Junior - Senior High,P,12th Grade,59.0,33.0,0.0,26.0,4.0,0.0,0.0,8.0,0.0,7.0,40.0,3.0,0.0,0.0,6.0,44.0,9.0,2.0,2.0,5.0,9.0,56.0,59.0,59.0,53.0,15.0,50.0,56.0,12.0,,2.0,1.0,4.0,8.0,60.0,50.0,3.0,7.0,0.8333,Count Suppressed,Count Suppressed,<5%,14172.0,5104641.1
279,Lincoln,22105.0,Odessa School District,2443.0,Odessa High School,P,12th Grade,14.0,8.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,7.0,14.0,18.0,,,,,,2.0,16.0,14.0,2.0,0.0,0.875,Count Suppressed,Count Suppressed,<10%,22105.0,2207813.0
280,Okanogan,24105.0,Okanogan School District,1980.0,Okanogan Alternative High School,5,12th Grade,10.0,6.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,10.0,1.0,0.0,6.0,0.0,0.0,8.0,10.0,10.0,10.0,0.0,9.0,12.0,6.0,,2.0,1.0,5.0,0.0,18.0,7.0,3.0,8.0,0.3889,Count Suppressed,Count Suppressed,<10%,24105.0,45812.5
281,Okanogan,24105.0,Okanogan School District,5151.0,Okanogan Outreach Alternative School,5,12th Grade,25.0,12.0,0.0,13.0,3.0,0.0,1.0,6.0,0.0,6.0,9.0,1.0,0.0,0.0,7.0,21.0,1.0,0.0,7.0,1.0,0.0,24.0,25.0,25.0,18.0,4.0,24.0,45.0,11.0,,3.0,3.0,13.0,6.0,50.0,19.0,12.0,19.0,0.38,Count Suppressed,Count Suppressed,<6%,24105.0,696151.8
282,Thurston,34111.0,Olympia School District,1768.0,Avanti High School,A,12th Grade,59.0,35.0,0.0,24.0,1.0,0.0,0.0,4.0,0.0,6.0,48.0,0.0,0.0,0.0,9.0,24.0,0.0,1.0,4.0,7.0,6.0,59.0,59.0,59.0,50.0,35.0,59.0,40.0,5.0,,,,1.0,1.0,44.0,34.0,9.0,1.0,0.7727,Count Suppressed,Count Suppressed,<5%,34111.0,2023384.9
283,Thurston,34111.0,Olympia School District,3960.0,Capital High School,P,12th Grade,340.0,160.0,0.0,180.0,1.0,21.0,5.0,55.0,1.0,25.0,232.0,9.0,0.0,0.0,8.0,97.0,1.0,2.0,5.0,25.0,49.0,331.0,340.0,340.0,332.0,243.0,339.0,315.0,55.0,1.0,1.0,3.0,9.0,45.0,325.0,298.0,13.0,14.0,0.9169,351,7,2.00%,34111.0,17326453.2
284,Thurston,34111.0,Olympia School District,3132.0,Olympia High School,P,12th Grade,486.0,240.0,0.0,246.0,1.0,50.0,12.0,38.0,0.0,45.0,340.0,10.0,0.0,0.0,6.0,101.0,0.0,4.0,14.0,35.0,47.0,476.0,482.0,486.0,480.0,385.0,486.0,455.0,41.0,,1.0,2.0,13.0,46.0,450.0,414.0,20.0,16.0,0.92,501,6,1.20%,34111.0,21898867.8
285,Thurston,34111.0,Olympia School District,5078.0,Olympia Regional Learning Academy,5,12th Grade,26.0,13.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,3.0,19.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,26.0,26.0,26.0,25.0,21.0,26.0,28.0,8.0,,,2.0,,19.0,17.0,11.0,4.0,2.0,0.6471,Count Suppressed,Count Suppressed,<10%,34111.0,3983312.0
286,Okanogan,24019.0,Omak School District,2031.0,Omak High School,P,12th Grade,94.0,44.0,0.0,50.0,25.0,1.0,0.0,18.0,0.0,10.0,40.0,4.0,0.0,5.0,9.0,55.0,0.0,0.0,7.0,1.0,26.0,90.0,93.0,89.0,85.0,39.0,94.0,93.0,14.0,1.0,1.0,1.0,9.0,7.0,100.0,80.0,8.0,12.0,0.8,Count Suppressed,Count Suppressed,<3%,24019.0,6925402.2
287,Okanogan,24019.0,Omak School District,5197.0,Washington Virtual Academy Omak High School,5,12th Grade,207.0,124.0,0.0,83.0,4.0,5.0,14.0,10.0,3.0,0.0,171.0,2.0,0.0,0.0,1.0,61.0,0.0,4.0,29.0,10.0,29.0,205.0,207.0,207.0,206.0,146.0,207.0,277.0,43.0,2.0,1.0,4.0,1.0,165.0,155.0,123.0,24.0,8.0,0.7935,Count Suppressed,Count Suppressed,<1%,24019.0,10782669.4
288,,,,5196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,24019.0,12277827.4
289,San Juan,28137.0,Orcas Island School District,2750.0,Orcas Island High School,P,12th Grade,34.0,17.0,0.0,17.0,1.0,4.0,0.0,2.0,1.0,1.0,25.0,3.0,0.0,1.0,1.0,11.0,0.0,0.0,1.0,2.0,7.0,31.0,34.0,33.0,33.0,23.0,34.0,28.0,7.0,,,,,3.0,32.0,28.0,4.0,0.0,0.875,Count Suppressed,Count Suppressed,<9%,28137.0,2436017.8
290,,,,4558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,28137.0,1726162.4
291,Okanogan,24410.0,Oroville School District,2706.0,Oroville Middle-High School,P,12th Grade,32.0,11.0,0.0,21.0,2.0,1.0,0.0,13.0,0.0,0.0,16.0,3.0,0.0,3.0,0.0,23.0,3.0,1.0,0.0,2.0,0.0,29.0,32.0,29.0,32.0,9.0,29.0,33.0,8.0,1.0,1.0,3.0,,4.0,37.0,32.0,0.0,5.0,0.8649,Count Suppressed,Count Suppressed,<9%,24410.0,4236891.0
292,Pierce,27344.0,Orting School District,2942.0,Orting High School,P,12th Grade,231.0,118.0,0.0,113.0,1.0,4.0,4.0,32.0,0.0,19.0,171.0,0.0,0.0,0.0,14.0,85.0,0.0,5.0,7.0,16.0,30.0,231.0,231.0,231.0,217.0,146.0,231.0,224.0,22.0,1.0,2.0,2.0,5.0,28.0,218.0,204.0,4.0,10.0,0.9358,236,19,8.10%,27344.0,10283007.8
293,Adams,1147.0,Othello School District,5367.0,Desert Oasis High School,A,12th Grade,26.0,10.0,0.0,16.0,0.0,0.0,0.0,25.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,24.0,5.0,1.0,7.0,1.0,0.0,17.0,26.0,26.0,26.0,2.0,21.0,36.0,2.0,,2.0,,5.0,6.0,32.0,11.0,14.0,7.0,0.3438,32,3,9.40%,1147.0,967053.4
294,Adams,1147.0,Othello School District,3015.0,Othello High School,P,12th Grade,242.0,133.0,0.0,109.0,0.0,1.0,1.0,219.0,1.0,0.0,20.0,58.0,0.0,0.0,2.0,198.0,24.0,3.0,11.0,5.0,31.0,184.0,242.0,242.0,240.0,44.0,218.0,247.0,21.0,3.0,5.0,8.0,4.0,19.0,249.0,217.0,12.0,20.0,0.8715,250,8,3.20%,1147.0,13985098.0
295,Franklin,11001.0,Pasco School District,5164.0,Chiawana Senior High School,P,12th Grade,696.0,344.0,0.0,352.0,0.0,18.0,10.0,434.0,1.0,16.0,217.0,117.0,0.0,36.0,26.0,405.0,63.0,0.0,32.0,17.0,96.0,579.0,695.0,660.0,670.0,291.0,633.0,626.0,69.0,1.0,6.0,8.0,25.0,68.0,627.0,543.0,44.0,40.0,0.866,Count Suppressed,Count Suppressed,<1%,11001.0,36481816.1
296,Franklin,11001.0,Pasco School District,3912.0,New Horizons High School,A,12th Grade,196.0,86.0,0.0,110.0,2.0,2.0,2.0,164.0,1.0,4.0,21.0,47.0,0.0,1.0,21.0,159.0,18.0,0.0,37.0,9.0,18.0,149.0,196.0,195.0,175.0,37.0,178.0,163.0,7.0,,8.0,17.0,29.0,6.0,164.0,31.0,79.0,54.0,0.189,301,26,8.60%,11001.0,4012085.7
297,,,,1970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,0.0,0.0,0.0,0.0,,,,,11001.0,298342.0
298,Franklin,11001.0,Pasco School District,2917.0,Pasco Senior High School,P,12th Grade,557.0,277.0,0.0,280.0,0.0,6.0,10.0,443.0,0.0,10.0,88.0,131.0,0.0,21.0,22.0,395.0,40.0,0.0,41.0,7.0,85.0,426.0,556.0,536.0,535.0,162.0,517.0,521.0,83.0,5.0,2.0,13.0,26.0,72.0,532.0,444.0,42.0,46.0,0.8346,598,17,2.80%,11001.0,29619811.1
299,Lewis,21301.0,Pe Ell School District,2858.0,Pe Ell School,P,12th Grade,21.0,8.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,4.0,15.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,1.0,0.0,5.0,21.0,21.0,21.0,19.0,12.0,21.0,19.0,3.0,,,,1.0,3.0,19.0,17.0,1.0,1.0,0.8947,Count Suppressed,Count Suppressed,<10%,21301.0,4942885.9
300,Pierce,27401.0,Peninsula School District,4081.0,Gig Harbor High,P,12th Grade,446.0,222.0,0.0,224.0,2.0,11.0,5.0,40.0,4.0,41.0,343.0,14.0,0.0,28.0,13.0,68.0,0.0,9.0,15.0,40.0,30.0,432.0,444.0,418.0,433.0,378.0,446.0,415.0,68.0,1.0,2.0,5.0,15.0,63.0,420.0,372.0,25.0,23.0,0.8857,461,10,2.20%,27401.0,18982511.0
301,Pierce,27401.0,Peninsula School District,1516.0,Henderson Bay Alt High School,A,12th Grade,79.0,37.0,0.0,42.0,1.0,1.0,2.0,4.0,0.0,6.0,65.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,18.0,3.0,30.0,79.0,79.0,79.0,77.0,55.0,79.0,50.0,,,1.0,3.0,11.0,10.0,40.0,14.0,11.0,15.0,0.35,Count Suppressed,Count Suppressed,<3%,27401.0,3784450.4
302,Pierce,27401.0,Peninsula School District,2681.0,Peninsula High School,P,12th Grade,345.0,171.0,0.0,174.0,1.0,10.0,4.0,30.0,2.0,37.0,261.0,9.0,0.0,15.0,17.0,107.0,0.0,9.0,17.0,15.0,41.0,336.0,344.0,330.0,328.0,238.0,345.0,315.0,46.0,,1.0,2.0,22.0,44.0,317.0,278.0,14.0,25.0,0.877,357,7,2.00%,27401.0,19330709.9
303,Clallam,5121.0,Port Angeles School District,4003.0,Lincoln High School,A,12th Grade,36.0,19.0,0.0,17.0,3.0,0.0,0.0,3.0,0.0,5.0,25.0,0.0,0.0,0.0,4.0,27.0,0.0,0.0,15.0,3.0,9.0,36.0,35.0,36.0,32.0,9.0,36.0,37.0,9.0,,1.0,4.0,13.0,5.0,41.0,10.0,13.0,18.0,0.2439,43,4,9.30%,5121.0,1451494.2
304,Clallam,5121.0,Port Angeles School District,2908.0,Port Angeles High School,P,12th Grade,260.0,133.0,0.0,127.0,9.0,6.0,1.0,24.0,1.0,21.0,198.0,9.0,0.0,27.0,4.0,101.0,0.0,1.0,6.0,24.0,16.0,251.0,259.0,233.0,256.0,159.0,260.0,252.0,40.0,,1.0,9.0,12.0,35.0,257.0,231.0,4.0,22.0,0.8988,Count Suppressed,Count Suppressed,<1%,5121.0,15458937.1
305,Jefferson,16050.0,Port Townsend School District,2503.0,Port Townsend High School,P,12th Grade,86.0,40.0,0.0,46.0,2.0,4.0,1.0,3.0,1.0,6.0,69.0,3.0,0.0,6.0,0.0,43.0,1.0,0.0,9.0,5.0,14.0,83.0,85.0,80.0,86.0,43.0,85.0,71.0,17.0,,,1.0,6.0,14.0,74.0,66.0,1.0,7.0,0.8919,90,4,4.40%,16050.0,4985321.6
306,Benton,3116.0,Prosser School District,2508.0,Prosser High School,P,12th Grade,247.0,122.0,0.0,125.0,0.0,5.0,0.0,157.0,0.0,6.0,79.0,18.0,0.0,7.0,6.0,145.0,49.0,2.0,14.0,5.0,37.0,229.0,247.0,240.0,241.0,102.0,198.0,219.0,22.0,,1.0,3.0,13.0,16.0,225.0,192.0,16.0,17.0,0.8533,273,4,1.50%,3116.0,10926645.1
307,Whitman,38267.0,Pullman School District,2499.0,Pullman High School,P,12th Grade,207.0,99.0,0.0,108.0,1.0,20.0,10.0,23.0,1.0,11.0,141.0,2.0,0.0,15.0,6.0,51.0,0.0,1.0,11.0,23.0,17.0,205.0,205.0,192.0,201.0,156.0,207.0,221.0,30.0,1.0,2.0,2.0,4.0,49.0,202.0,191.0,2.0,9.0,0.9455,212,3,1.40%,38267.0,10152913.1
308,,,,3447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,27003.0,10426486.5
309,,,,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,0.0,0.0,0.0,0.0,,,,,27003.0,11455163.7
310,,,,4110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,6.0,2.0,3.0,8.0,,2.0,15.0,2.0,0.0,13.0,0.1333,,,,,
311,Pierce,27003.0,Puyallup School District,3972.0,E B Walker High School,A,12th Grade,50.0,22.0,0.0,28.0,1.0,0.0,1.0,15.0,1.0,4.0,28.0,3.0,0.0,0.0,11.0,36.0,0.0,0.0,11.0,8.0,2.0,47.0,50.0,50.0,39.0,14.0,50.0,57.0,10.0,,,6.0,12.0,5.0,62.0,36.0,8.0,18.0,0.5806,70,9,12.90%,27003.0,2418544.4
312,Pierce,27003.0,Puyallup School District,4540.0,Emerald Ridge High School,P,12th Grade,512.0,243.0,0.0,269.0,8.0,20.0,15.0,84.0,6.0,56.0,323.0,14.0,0.0,42.0,11.0,146.0,0.0,19.0,13.0,42.0,63.0,498.0,511.0,470.0,501.0,366.0,512.0,477.0,56.0,,7.0,2.0,19.0,45.0,488.0,450.0,10.0,28.0,0.9221,527,17,3.20%,27003.0,18853846.0
313,Pierce,27003.0,Puyallup School District,3645.0,Gov John Rogers High School,P,12th Grade,620.0,283.0,0.0,337.0,6.0,52.0,40.0,76.0,15.0,92.0,339.0,22.0,0.0,31.0,17.0,207.0,1.0,19.0,21.0,45.0,90.0,598.0,617.0,589.0,603.0,413.0,619.0,572.0,55.0,,10.0,11.0,16.0,34.0,593.0,530.0,26.0,37.0,0.8938,633,24,3.80%,27003.0,20973329.6
314,,,,3052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,6.0,0.0,0.0,0.0,0.0,,,,,27003.0,10932428.3
315,Pierce,27003.0,Puyallup School District,2125.0,Puyallup High School,P,12th Grade,620.0,291.0,0.0,329.0,2.0,34.0,31.0,77.0,5.0,66.0,405.0,14.0,0.0,66.0,18.0,191.0,0.0,7.0,31.0,63.0,79.0,606.0,617.0,554.0,602.0,429.0,620.0,564.0,41.0,,3.0,12.0,18.0,32.0,573.0,526.0,14.0,33.0,0.918,638,28,4.40%,27003.0,21731757.4
316,Pierce,27003.0,Puyallup School District,1640.0,Puyallup Online Academy/POA,A,12th Grade,53.0,31.0,0.0,22.0,0.0,0.0,3.0,6.0,1.0,3.0,40.0,1.0,0.0,1.0,4.0,20.0,0.0,1.0,11.0,7.0,4.0,52.0,53.0,52.0,49.0,33.0,53.0,68.0,13.0,,3.0,4.0,13.0,5.0,76.0,28.0,28.0,20.0,0.3684,Count Suppressed,Count Suppressed,<3%,27003.0,2518637.7
317,Clallam,5402.0,Quillayute Valley School District,2349.0,Forks High School,P,12th Grade,77.0,30.0,0.0,47.0,6.0,0.0,0.0,20.0,0.0,5.0,46.0,3.0,0.0,8.0,1.0,41.0,1.0,0.0,2.0,2.0,16.0,74.0,77.0,69.0,76.0,36.0,76.0,72.0,8.0,,4.0,4.0,1.0,4.0,76.0,64.0,3.0,9.0,0.8421,Count Suppressed,Count Suppressed,<4%,5402.0,7029091.6
318,Clallam,5402.0,Quillayute Valley School District,5071.0,Insight School of Washington,5,12th Grade,843.0,497.0,0.0,346.0,10.0,17.0,31.0,144.0,8.0,77.0,556.0,19.0,0.0,0.0,60.0,410.0,2.0,40.0,198.0,56.0,159.0,824.0,839.0,843.0,783.0,433.0,841.0,764.0,169.0,29.0,71.0,100.0,173.0,108.0,825.0,238.0,214.0,373.0,0.2885,Count Suppressed,Count Suppressed,<1%,5402.0,22088493.7
319,Grant,13144.0,Quincy School District,3088.0,Quincy High School,P,12th Grade,186.0,94.0,0.0,92.0,0.0,0.0,1.0,160.0,0.0,0.0,25.0,34.0,0.0,0.0,5.0,152.0,15.0,0.0,8.0,4.0,16.0,152.0,185.0,186.0,181.0,34.0,171.0,190.0,20.0,2.0,3.0,2.0,14.0,17.0,193.0,161.0,11.0,21.0,0.8342,191,5,2.60%,13144.0,11458860.9
320,Grant,13144.0,Quincy School District,1506.0,Quincy Innovation Academy,A,12th Grade,15.0,7.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,14.0,2.0,0.0,4.0,0.0,0.0,13.0,15.0,15.0,13.0,1.0,13.0,20.0,3.0,,1.0,8.0,7.0,1.0,22.0,5.0,1.0,16.0,0.2273,Count Suppressed,Count Suppressed,<10%,13144.0,932919.8
321,Thurston,34307.0,Rainier School District,2468.0,Rainier Senior High School,P,12th Grade,59.0,31.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0,5.0,53.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0,0.0,3.0,9.0,59.0,58.0,59.0,59.0,40.0,59.0,65.0,12.0,,2.0,1.0,,18.0,59.0,56.0,0.0,3.0,0.9492,Count Suppressed,Count Suppressed,<5%,34307.0,3924158.4
322,,,,1784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,3.0,0.0,0.0,0.0,0.0,,,,,17403.0,1229935.4
323,King,17403.0,Renton School District,3630.0,Hazen Senior High School,P,12th Grade,429.0,203.0,0.0,226.0,3.0,126.0,24.0,96.0,0.0,17.0,163.0,24.0,0.0,0.0,14.0,138.0,1.0,0.0,18.0,24.0,35.0,405.0,428.0,429.0,415.0,291.0,428.0,407.0,46.0,3.0,10.0,6.0,29.0,19.0,434.0,380.0,6.0,48.0,0.8756,439,9,2.10%,17403.0,21635607.1
